"county","population","educational_attainment","poverty_rate","pct_adults_not_working","housing_vacancy_rate","median_income_ratio","employment_change_pct","business_change_pct","distress_score","population_in_distress_count","pct_pop_in_distress","distress_rank"
"Custer County, MT",11870,10,13,37,10,99,12,9.3,8.6,0,0,2859
"Valencia County, NM",76480,19,25,53,9,93,-7.4,-0.8,76.1,22740,30,747
"Yates County, NY",25280,14,15,42,6,85,0.7,0.2,36.9,0,0,1974
"Tattnall County, GA",25360,25,29,63,15,72,3.7,-4.3,94.7,21740,86,167
"Laclede County, MO",35540,18,19,48,12,81,-3,-2.3,78.8,30210,85,666
"Worth County, GA",21370,26,21,50,9,78,5.5,-6,78.8,17440,82,664
"Allen County, KS",13210,10,18,44,10,75,0.7,2.7,48.1,1190,9,1624
"Schuyler County, IL",7450,13,17,48,9,85,-6.8,2.6,55.2,180,2,1403
"Owsley County, KY",4690,37,39,70,16,44,-4.1,6.8,95,4690,100,156
"Harvey County, KS",34800,10,14,39,8,96,6.4,-2.6,24.5,0,0,2362
"Owen County, IN",21320,17,15,46,10,92,-25.7,-3.3,67.4,10,0,1021
"Anoka County, MN",336320,7,8,32,3,116,8.1,0.4,1.5,0,0,3081
"Christian County, MO",79860,9,11,38,6,110,5.5,2.8,5.6,1210,2,2955
"Barber County, KS",4900,8,12,37,18,93,2.2,0,30.9,0,0,2161
"Dallas County, AL",42740,22,36,57,14,61,-8.6,-2.9,97.5,39810,93,78
"Polk County, WI",43700,8,11,40,6,94,-2.9,-0.7,21.9,0,0,2442
"Dorchester County, SC",142770,11,12,41,8,121,9.6,-1.9,14.5,11350,8,2674
"Teton County, MT",6080,9,13,44,14,97,4.9,9.6,24.1,0,0,2374
"Belknap County, NH",60250,9,10,39,5,92,-2.6,-3.7,26.5,0,0,2298
"Grant County, OR",7330,12,15,54,13,74,-3.8,-4.5,82.1,980,13,560
"Ontario County, NY",108980,9,10,40,5,98,5.9,1.8,7.2,130,0,2905
"Keith County, NE",8210,8,12,38,6,81,4.5,0.3,16.8,0,0,2603
"Cherokee County, GA",221950,11,10,37,7,137,13.8,6.7,2.6,0,0,3048
"Jeff Davis County, GA",15030,21,25,48,15,74,-2.2,-9.8,94.5,15020,100,174
"Fayette County, KY",304470,11,19,37,9,112,9.1,2.5,16,78770,26,2628
"Green County, KY",11190,23,21,49,13,79,12.7,8.7,59.5,570,5,1268
"Lafayette County, MS",50260,13,26,48,17,105,15.2,1,49.2,7290,15,1591
"Washington County, KY",11870,18,17,45,9,91,5.1,-1.2,46.2,20,0,1685
"Grant County, KY",24670,18,18,45,11,107,-2.7,-7.1,69.3,8730,35,962
"Coffee County, GA",42950,23,26,53,13,70,-2.3,-1.7,92.5,27340,64,236
"Hancock County, IN",70850,6,8,38,8,134,25.1,-2.8,5.4,0,0,2960
"Benton County, MN",38980,8,14,35,4,87,16.7,0.9,8.3,0,0,2870
"Sanpete County, UT",28130,11,16,52,7,81,8.1,-2.7,46.7,7440,26,1669
"Franklin Parish, LA",20650,27,31,53,11,68,-7.2,-7.2,97.3,18480,90,86
"Andrew County, MO",17370,9,9,39,7,113,-7.2,-15.8,31.9,670,4,2129
"Hardin County, IA",17410,9,9,42,13,97,0.1,-1.1,34.7,0,0,2043
"Monroe County, IN",141100,8,25,44,8,86,5.1,-3,44.5,25740,18,1738
"Oxford County, ME",57520,10,16,46,9,83,2,-3.6,50.2,8170,14,1559
"Bristol County, MA",551070,18,13,41,7,83,0.2,-0.6,42.3,143390,26,1807
"Harris County, TX",4269610,21,18,37,10,102,12.4,4.2,28.4,995460,23,2241
"Kay County, OK",45780,13,18,44,14,90,3.8,-1,54.9,580,1,1411
"Golden Valley County, ND",1810,9,8,33,16,69,6,6.8,25,0,0,2346
"Toole County, MT",5210,13,18,47,13,100,-1.9,-2,59.1,0,0,1282
"Boyd County, NE",2070,8,12,41,16,77,-3.3,-13,65.5,440,22,1079
"Orleans County, NY",42490,14,16,49,8,82,-2.2,-3.7,64.8,14490,34,1102
"Steuben County, NY",98920,11,16,45,7,81,-8.9,-1.1,50.6,14470,15,1546
"Adams County, MS",32190,21,30,59,12,72,3.5,-1.4,86.5,31720,99,424
"Mercer County, NJ",369530,13,12,41,8,103,5.5,-0.6,20.6,81390,22,2484
"Spalding County, GA",63950,23,23,52,14,82,1.7,-4.2,88.5,36100,57,360
"Juneau City and Borough, AK",32200,5,6,33,5,118,1.9,1.8,2.9,0,0,3039
"Pike County, AR",11190,20,24,50,14,78,-2.6,8.1,78.2,8680,78,683
"Crawford County, WI",16530,10,12,43,8,83,3.8,-6.7,41.8,0,0,1821
"Hudspeth County, TX",3340,47,43,58,26,44,-22.4,-2.9,99.6,2670,80,15
"Marshall County, WV",32720,11,15,50,11,101,17.2,3.4,25.8,0,0,2321
"Hancock County, WV",30370,13,16,47,9,95,-2.3,-5.8,60.5,5070,17,1238
"Campbell County, KY",91270,11,14,38,10,126,-2.6,1.2,25.1,850,1,2343
"Tensas Parish, LA",5010,24,36,56,15,58,-3.7,-1.2,96.2,5010,100,121
"Waldo County, ME",38900,8,17,44,8,89,-0.3,-1.6,38.9,3630,9,1911
"Marshall County, SD",4670,9,15,38,11,103,13.8,-2.6,23.1,820,18,2407
"Divide County, ND",2240,10,7,36,14,104,75.1,46.3,7.3,0,0,2901
"Union County, SD",14750,7,4,34,9,128,0.8,4.4,5.2,0,0,2965
"York County, PA",438050,12,10,38,6,111,4.5,0,10.6,18810,4,2798
"Shelby County, TN",936130,13,21,42,13,104,2,-3.1,56.6,446760,48,1359
"Jefferson County, OH",68510,11,18,51,13,84,-0.7,-4.7,72.1,27790,41,875
"Madison County, NC",20950,20,18,49,13,82,7.5,-4.1,73,2020,10,845
"Tippah County, MS",22070,25,25,51,8,89,3.9,0,65.6,3820,17,1076
"Dundy County, NE",1970,7,9,41,19,91,-5.3,4.8,34.7,0,0,2044
"Onslow County, NC",182920,10,15,58,11,99,4.2,1.9,39.4,20810,11,1897
"Colfax County, NM",13260,13,19,53,18,78,-14.2,-12.9,92.7,10320,78,229
"Goodhue County, MN",46340,8,10,36,6,94,1.4,-0.8,13.8,0,0,2697
"Winona County, MN",51290,10,15,35,7,80,3.5,-1.3,28.6,0,0,2233
"Nye County, NV",42940,17,19,61,12,80,-5.2,-0.9,83.3,25150,59,525
"Hinds County, MS",246360,15,25,45,14,96,3.1,-5.6,70.6,84720,34,921
"Republic County, KS",4870,6,14,40,18,78,-2.8,-1.6,53.1,0,0,1469
"Wilson County, TX",44610,16,11,41,5,125,17.9,14,5.2,760,2,2967
"Calhoun County, WV",7580,24,23,60,13,75,2.8,-10.7,94.5,6570,87,173
"Langlade County, WI",19710,12,16,45,5,78,-3.1,-6,56.6,0,0,1358
"Sauk County, WI",62680,10,12,34,6,97,-2,-0.6,20.1,0,0,2500
"Grundy County, TN",13570,29,29,59,12,60,13.6,0.6,82.3,9500,70,555
"Nelson County, VA",14890,17,14,46,12,77,1.1,-2.1,64.5,4180,28,1109
"Polk County, TX",45760,22,18,58,11,75,2.7,2,73.6,11760,26,828
"Lake County, OR",7850,15,18,50,11,68,-5.2,-4.5,83.5,1070,14,519
"Lynchburg city, VA",77630,13,25,47,11,61,1.6,-0.9,73.4,29520,38,833
"Bay County, FL",172990,12,15,45,17,100,4.4,-2.2,49.4,27730,16,1585
"Mobile County, AL",414050,15,20,48,13,101,-0.6,-2.9,67.7,113600,27,1012
"Los Angeles County, CA",9974200,23,18,43,6,91,6.1,3.6,34.5,1142660,12,2048
"Costilla County, CO",3580,25,25,58,17,57,28.8,-10.6,93.1,1270,36,217
"Lassen County, CA",33360,21,17,67,14,87,13.6,-4.2,75,25120,75,783
"Jackson County, FL",49110,21,21,62,19,77,-2.6,-7.1,96.6,44120,90,106
"Towns County, GA",10670,11,17,61,13,76,-1.6,-10.4,86,6590,62,440
"Choctaw County, AL",13550,26,22,57,17,79,3.4,-5.2,92.3,9090,67,242
"Clark County, KS",2170,7,14,39,20,84,-6.3,-6.3,60.7,0,0,1230
"Doniphan County, KS",7900,9,13,41,10,94,21.4,-11,31.4,290,4,2146
"Muhlenberg County, KY",31390,23,21,55,14,90,-2.8,1.8,79.9,23450,75,631
"Edgar County, IL",18170,13,18,47,9,75,3.3,-8.7,68.2,1310,7,994
"Peach County, GA",27340,16,23,48,12,79,-6.8,-8.1,88.6,16350,60,357
"Ripley County, MO",14060,25,25,53,12,66,-1.4,-16,96,12180,87,125
"Columbia County, WI",56660,8,9,35,8,111,0.1,-1.1,11.9,290,1,2756
"Sierra County, NM",11770,15,18,60,15,64,-16.8,-6.9,95.2,9670,82,151
"Boyle County, KY",29150,14,16,49,10,94,6.4,-2.1,47.7,2820,10,1637
"Giles County, TN",29060,20,18,50,14,87,5,-1.1,68.3,6450,22,992
"Menard County, TX",2190,25,16,50,27,65,-17,-17,97.2,2050,94,90
"Houston County, TN",8360,20,22,54,12,87,8.8,2.8,60.8,810,10,1228
"Garfield County, UT",5110,8,14,46,14,75,-2.7,10.9,47.2,0,0,1652
"Angelina County, TX",87430,21,20,47,11,81,5.3,-0.2,65,10720,12,1096
"Goliad County, TX",7360,12,16,50,10,95,5.1,4.5,36.6,0,0,1982
"Floyd County, VA",15450,16,11,41,15,73,4.7,0.3,50.2,3830,25,1558
"Washington County, TX",34040,19,14,48,16,94,1.7,-1.2,62.7,200,1,1167
"Rains County, TX",10990,17,11,49,10,89,19.1,13.7,29.1,4370,40,2217
"Yuma County, AZ",201450,28,21,54,8,83,-2.3,-3.2,82.2,130560,65,559
"Fulton County, AR",12220,16,21,54,12,88,1.8,-8,80.1,6920,57,622
"Collier County, FL",334470,14,14,51,9,119,7.1,7.8,25.4,28330,9,2334
"Erie County, NY",920690,10,15,42,9,87,3.9,0.6,29.3,200090,22,2211
"Scotland County, MO",4860,23,14,39,17,83,5.7,5.7,48.4,0,0,1617
"Yellow Medicine County, MN",10230,9,13,37,9,86,16.3,-3.1,23.8,0,0,2385
"Henry County, GA",209070,10,13,41,9,122,13.7,3.1,8.9,2870,1,2851
"Hendry County, FL",38360,34,27,51,16,77,-0.3,-4.9,94.9,36110,94,161
"Decatur County, IN",26110,11,14,41,10,102,28.3,-1.1,20.8,10,0,2477
"Clear Creek County, CO",9110,4,9,34,6,115,1.5,-4.7,10.7,0,0,2792
"Bristol city, VA",17600,19,20,49,9,52,3.4,1,68.1,16850,96,999
"Big Horn County, WY",11830,11,11,43,13,90,1.5,-0.7,40.5,0,0,1862
"Morgan County, WV",17450,18,13,54,9,90,-9.3,-9.2,74.6,2720,16,794
"Juab County, UT",10350,10,14,38,9,95,-1.2,3.3,23.3,90,1,2398
"Lawrence County, AL",33840,22,17,53,10,93,-3.7,-1.7,72.8,21170,63,851
"Parmer County, TX",10120,35,18,37,12,88,10.8,9.5,40.1,430,4,1873
"Lancaster County, VA",11220,12,11,51,10,76,-0.8,-8.4,68,3220,29,1001
"Hall County, NE",60220,17,16,32,6,94,1.7,-0.8,29.6,0,0,2202
"Athens County, OH",64840,11,32,53,13,69,0.9,-2.8,82.5,14880,23,548
"Logan County, OH",45560,13,17,43,8,99,6.6,-1.6,34.3,5730,13,2055
"Ross County, OH",77550,15,19,53,11,89,10,-3.6,62.1,5350,7,1187
"Sweet Grass County, MT",3620,6,13,41,15,111,9.8,-0.6,21,0,0,2472
"Wyoming County, NY",41680,13,10,46,6,90,10.3,-0.5,21.5,0,0,2457
"Pottawatomie County, OK",70700,13,19,46,11,96,0.8,-1.6,53.7,24640,35,1449
"Lycoming County, PA",116680,12,15,44,7,86,5.3,-0.1,31.5,0,0,2143
"Pettis County, MO",42210,17,19,42,10,83,0.9,-5.5,68.2,2640,6,994
"Huntington County, IN",36960,11,12,40,8,97,-0.7,-1.8,30.4,0,0,2178
"Kauai County, HI",68750,9,12,41,11,92,8.5,3.8,17.4,0,0,2583
"McCone County, MT",1760,7,9,31,15,103,-0.8,9.3,16.1,0,0,2625
"Jefferson Davis County, MS",12100,23,29,56,12,69,-23.3,-1.9,95.3,9790,81,148
"Henry County, KY",15430,20,18,43,8,103,13.5,-6.4,43.5,5540,36,1767
"Brown County, IL",6880,18,10,53,9,80,-6.5,-6.5,74.2,0,0,807
"DuPage County, IL",926490,8,7,35,5,138,5.2,0.6,2.6,0,0,3047
"Barren County, KY",42690,20,20,45,10,90,9.7,-2.7,57.1,7460,18,1343
"Bath County, VA",4640,13,9,41,9,71,-14.4,-8.6,60.4,1810,39,1240
"Calhoun County, AL",117190,20,22,51,14,94,-5.6,-4.8,86,52410,45,439
"Talladega County, AL",81670,20,23,53,11,83,11.4,-4.4,75.2,56460,69,777
"Northampton County, VA",12250,21,24,51,16,54,-11.8,-5.9,98,9630,79,64
"Davidson County, NC",163550,19,16,45,10,92,31.1,-0.6,39.7,53310,33,1886
"Wheeler County, OR",1360,11,18,50,6,69,8.7,-9.4,57.6,0,0,1326
"Robeson County, NC",134910,27,32,54,13,66,-2.7,-6,97.4,132610,98,81
"Northumberland County, PA",94290,14,14,47,12,78,1.7,-1.4,60.5,28310,30,1236
"Mora County, NM",4720,20,22,58,28,54,-7.2,4.4,91.6,2080,44,263
"Cleveland County, OK",264930,9,13,38,8,120,7.3,3.9,7,0,0,2909
"Venango County, PA",54270,11,16,46,8,82,0.4,1.7,42,17660,33,1815
"Henry County, IN",49230,14,17,52,14,83,1,-1.5,72.2,30010,61,871
"Scott County, IN",23900,19,20,49,13,90,4.9,-6.1,76,20550,86,750
"Pawnee County, KS",6960,12,7,47,17,79,-10.8,-5.1,71.5,0,0,893
"Manatee County, FL",335840,12,15,50,10,104,7.2,5.7,27.4,62200,19,2272
"Jessamine County, KY",49600,15,17,41,7,116,4,1.4,23.9,0,0,2382
"Cass County, IL",13440,15,13,42,10,83,-4.8,-5.9,63,8000,60,1160
"Escambia County, FL",304100,12,17,49,13,95,3.2,-0.6,51.6,45520,15,1515
"Dubois County, IN",42170,13,9,34,7,111,3.6,-0.5,13.2,0,0,2717
"Ohio County, IN",6070,14,9,41,8,97,-5.9,7.2,25.2,0,0,2339
"Humphreys County, MS",9110,34,41,62,19,62,-19.6,2,97.6,8100,89,75
"Grundy County, IL",50170,8,9,39,8,114,-5.9,0.1,17.3,0,0,2587
"Kingsbury County, SD",5140,8,9,36,8,104,4.6,-8.3,17.4,0,0,2584
"Waupaca County, WI",52210,10,10,40,7,99,-1.3,-3,25.5,0,0,2331
"Hickman County, TN",24350,25,19,52,12,85,-7.4,-9.3,91,9120,37,284
"Dickson County, TN",50120,16,15,45,10,101,7.8,-2.8,40.5,2680,5,1861
"Salt Lake County, UT",1063670,11,13,34,5,103,6.4,3.8,6.2,0,0,2935
"Wythe County, VA",29260,18,15,47,13,62,8,0.3,61,9000,31,1219
"Logan County, WV",36170,23,20,59,11,90,1.1,-6.8,84,26540,73,501
"Mills County, TX",4880,17,12,50,18,84,3.2,-6.8,74.4,930,19,797
"Wakulla County, FL",31020,13,13,49,8,113,-1.7,-1,37.4,0,0,1958
"Murray County, GA",39420,31,21,49,11,70,-17.3,-5.3,93.8,39310,100,194
"Winnebago County, IL",292030,13,18,43,9,83,1.8,-2.6,53.8,84330,29,1446
"Boone County, IL",54010,14,12,41,9,105,35.5,-0.9,17.1,0,0,2595
"Knox County, IN",38180,13,15,44,13,88,0,-4.7,61.3,3780,10,1212
"Lyon County, IA",11680,9,8,33,8,103,23.6,1.3,4,0,0,3003
"McCreary County, KY",18070,30,38,69,13,46,-2.8,-4.8,98.6,17830,99,46
"Hardin County, KY",107570,11,15,46,10,114,11.3,3.2,19.7,1840,2,2512
"Sumter County, AL",13430,23,39,57,15,53,9.5,-6,93.5,12510,93,204
"Aleutians West Census Area, AK",5650,15,9,20,33,115,-2.5,-3.3,42.7,610,11,1792
"Grant County, SD",7280,11,10,34,9,102,-6.5,-2.4,30.2,0,0,2182
"Belmont County, OH",69790,11,15,49,11,88,3.9,-0.3,43.9,18060,26,1755
"Beaufort County, NC",47590,19,20,52,14,87,-1.4,-8.2,87.5,38810,82,393
"Macon County, NC",33840,14,21,55,9,82,0.4,-4.9,76.5,27040,80,737
"Powder River County, MT",1710,6,11,37,16,94,24.6,4.2,12.5,0,0,2739
"Lincoln County, NV",5280,13,16,59,13,78,-1.3,-7.4,85.1,3670,69,468
"Cattaraugus County, NY",79400,12,18,46,8,74,-4.2,-4.7,69.4,24220,31,959
"Rockingham County, NH",297700,6,6,33,4,120,2.6,-0.3,3.3,0,0,3027
"Monroe County, NY",748080,10,15,41,7,90,3.7,2.2,21.9,107560,14,2444
"Gloucester County, NJ",289710,9,8,39,6,106,3.9,0.9,7.1,11210,4,2907
"Eagle County, CO",52230,10,10,24,5,124,-2.3,0.4,9.3,0,0,2838
"Lincoln County, CO",5460,20,16,64,15,74,-9.3,-4.7,93.8,3480,64,194
"Cross County, AR",17600,22,19,49,12,91,-1.3,-2.7,75.9,2150,12,754
"Calhoun County, GA",6550,32,40,57,17,53,15.3,-6.3,94.8,6550,100,165
"Lowndes County, AL",10920,27,29,59,9,59,-13.1,-21.6,98.3,6510,60,55
"Union County, MS",27540,23,24,48,10,90,19.6,0.4,53.1,16510,60,1467
"Anderson County, KY",21660,13,12,39,9,123,0.2,-2.2,27.5,0,0,2268
"Kanawha County, WV",191770,12,15,45,10,112,-2,-5.4,50.1,35560,19,1562
"Callaway County, MO",44480,13,15,45,7,101,5.3,-2.1,32.4,1010,2,2115
"Jones County, IA",20610,9,10,41,7,103,8,-1.6,10.8,0,0,2790
"Fremont County, ID",13020,12,12,44,5,95,1.7,-5.9,33.9,0,0,2067
"Edwards County, KS",3010,16,12,38,19,91,2.4,-3,52,80,3,1502
"Dallas County, TX",2448940,22,19,37,9,95,7.4,2,35.1,367400,15,2029
"Imperial County, CA",177030,35,23,56,12,68,7.2,2.2,78.9,119700,68,661
"Alpine County, CA",1200,9,15,50,9,100,-75.8,-14.3,59.8,0,0,1260
"District of Columbia, DC",633740,11,18,39,10,100,6.1,1.9,25.7,143980,23,2323
"Levy County, FL",40060,19,24,58,12,75,-3,-4.6,93.1,16480,41,216
"Sumter County, SC",107780,19,19,51,12,90,8.5,-2.4,63.2,67900,63,1152
"Clarke County, VA",14270,10,10,39,7,117,-7.9,-10.4,32.8,0,0,2103
"Newport County, RI",82770,8,9,41,5,129,4.2,-1.7,7.7,0,0,2889
"Columbia County, WA",4030,12,18,53,9,68,3,5.6,52.8,20,1,1479
"Wayne County, UT",2740,6,18,37,10,73,2.3,0,37.1,0,0,1969
"Franklin County, WA",84510,28,20,40,4,94,5.9,4.5,31.8,0,0,2134
"Gogebic County, MI",16040,8,20,59,8,69,-3.2,-3.1,73.3,7640,48,837
"Arkansas County, AR",18860,17,18,43,12,92,-0.3,-4.7,67.2,4940,26,1028
"Boulder County, CO",305170,6,15,35,3,117,4.4,2.2,4.7,6630,2,2981
"Gilmer County, WV",8710,23,30,61,14,86,-3.2,-3.8,93.8,6700,77,196
"Salem County, NJ",65500,14,14,45,10,84,4.6,-2,45.5,25270,39,1705
"Macon County, GA",14230,30,30,61,16,59,7.8,-5.8,95.6,12300,86,138
"Talbot County, GA",6590,23,18,56,18,69,-5.6,-6.6,96.9,4490,68,97
"Dooly County, GA",14440,27,28,60,17,57,-15.8,-8,99.8,14090,98,7
"Etowah County, AL",104130,18,20,52,14,88,1.1,-1.2,75.4,73730,71,770
"Anchorage Municipality, AK",298180,8,8,35,6,109,5,1.6,3.4,0,0,3024
"Adams County, IL",67110,10,14,40,9,80,7.4,-0.8,30.5,250,0,2175
"Richardson County, NE",8240,8,18,40,13,78,2.5,-1.5,49.9,0,0,1568
"Pocahontas County, IA",7190,7,15,39,14,86,7.4,-5.1,41.8,0,0,1820
"Lee County, IL",35250,12,11,45,9,91,-3.8,-5.2,50.8,1610,5,1541
"Jackson County, SD",3180,9,28,45,6,91,-11.1,10.9,41.5,710,22,1830
"Brule County, SD",5310,15,16,39,14,93,-3,4.7,47.4,0,0,1647
"Caldwell County, TX",38870,22,18,48,11,90,13.4,3,47.2,0,0,1653
"Benton County, TN",16350,21,22,55,11,76,0.9,2,77.5,12650,77,705
"Garfield County, WA",2240,3,12,46,16,84,5.7,-4.3,47,0,0,1658
"Norman County, MN",6730,11,13,41,16,77,-13.6,-6.6,73.6,3100,46,826
"Rutland County, VT",60860,10,13,41,7,89,-1,-3.2,36.4,0,0,1989
"Renville County, MN",15330,11,12,39,12,86,-10.2,-8,58.1,940,6,1311
"Pinal County, AZ",390160,15,17,55,11,101,11.8,3.4,41,6200,2,1847
"San Joaquin County, CA",701050,22,19,48,7,87,3.5,-1.5,58.5,299060,43,1299
"Whatcom County, WA",204860,9,16,42,5,88,3.5,-0.4,26.3,730,0,2307
"Northumberland County, VA",12320,14,12,53,11,78,-8.8,-8.5,80.1,8500,69,622
"Walker County, AL",66210,23,23,55,13,84,1.5,-4.9,88.6,37370,56,358
"Elmore County, AL",80320,13,13,47,8,125,2.1,2.2,24.3,550,1,2368
"Lee County, NC",59100,19,19,44,12,99,-3.6,-1.4,63.9,0,0,1130
"Clarendon County, SC",34440,21,26,60,13,72,-5.1,-7,97.5,29980,87,79
"Dunn County, ND",3970,9,12,37,16,124,148,93.9,7.9,0,0,2883
"Union County, OR",25740,9,19,48,9,86,0.3,-4.3,56.9,2270,9,1349
"Nash County, NC",95170,16,18,46,12,93,-3.9,-6.5,73.8,37540,39,820
"Franklin city, VA",8530,22,26,51,7,51,0.8,-3.7,83.9,8480,99,504
"Tyler County, TX",21550,16,16,60,13,79,7.3,-0.8,66.5,11700,54,1049
"Cumberland County, VA",9920,23,19,44,11,64,5.2,-3.4,74.4,5220,53,797
"Atascosa County, TX",46340,24,16,44,10,97,60.4,13.4,31.3,4310,9,2149
"Eastland County, TX",18400,17,21,52,21,67,-14.6,0.6,89.9,11870,65,316
"Charlotte County, VA",12400,23,19,50,20,54,2.1,2.2,82.4,8570,69,553
"Pickett County, TN",5100,25,17,49,9,80,6.2,-1.2,60.6,700,14,1233
"Craig County, OK",14790,17,18,51,16,83,-3.8,-3.9,84.9,13380,91,474
"Jefferson County, OR",21830,16,21,53,9,92,2.3,3.5,52.7,3240,15,1481
"Chariton County, MO",7730,17,17,47,21,84,4.1,3.5,58.8,3110,40,1289
"Walla Walla County, WA",59480,11,17,45,7,79,-4.2,-2.7,56.5,1690,3,1360
"Mathews County, VA",8920,10,9,49,10,98,10,-5.6,32.2,0,0,2121
"Miller County, MO",24910,16,22,47,10,77,1.3,-7.6,79,14900,60,660
"Middlesex County, VA",10820,10,10,52,12,84,-1.2,-11.3,66.3,3000,28,1055
"Harney County, OR",7250,12,21,51,15,71,-8.2,-6.1,90.9,4100,57,285
"Augusta County, VA",73710,14,9,43,7,83,4.1,1.4,27.7,4450,6,2261
"Berkeley County, WV",107320,14,15,42,6,133,12,-0.9,15.9,14920,14,2632
"Door County, WI",27790,6,12,44,9,95,1.8,-0.1,23,0,0,2410
"Wood County, OH",128140,6,15,39,7,108,7.4,-0.3,10.5,180,0,2799
"Sampson County, NC",63840,26,25,47,11,77,7.6,-2.7,77.3,49670,78,711
"Becker County, MN",32970,10,14,39,6,85,-3.2,0.5,28.5,800,2,2236
"Daviess County, IN",32160,22,13,40,7,97,5.4,6.8,23.3,830,3,2400
"Audrain County, MO",25640,15,17,48,13,90,-1.5,-3.7,70.6,5800,23,919
"Kennebec County, ME",121510,9,14,42,7,95,3.8,-3.1,27.1,0,0,2279
"Choctaw County, MS",8400,19,25,55,11,78,6.9,9.1,66.2,2750,33,1057
"Lincoln County, KY",24550,21,25,52,10,83,-25.4,3.4,79.7,11690,48,637
"Missaukee County, MI",14990,13,16,48,6,84,19.3,7.8,25.8,260,2,2320
"Rowan County, KY",23490,20,26,51,14,94,5.5,7.2,62,0,0,1189
"Mecklenburg County, VA",31910,22,20,53,13,58,0.4,-3.8,90.6,22950,72,295
"Pontotoc County, OK",37870,13,19,42,11,92,-0.6,0.9,50.5,620,2,1549
"Catawba County, NC",154460,17,15,43,12,97,1.9,-3.1,53.9,3630,2,1444
"Bath County, KY",11870,25,27,57,14,76,1,12.3,83.3,9970,84,524
"Bell County, KY",28230,32,33,63,13,58,-7.9,-6.4,99.3,26000,92,23
"Cumberland County, ME",284350,6,12,35,5,122,3,0,5.9,0,0,2945
"Florence County, WI",4470,10,10,49,6,94,3.2,-8.8,36.1,0,0,2001
"Worcester County, MA",806800,10,12,38,7,97,5.4,0.1,14.6,154530,19,2671
"Charlton County, GA",13100,24,18,60,12,83,12,-2,73.1,2180,17,841
"Wayne County, NC",124090,18,23,48,10,88,-1.2,-3.9,74.8,63520,51,788
"Crook County, OR",20800,15,21,55,7,72,4.1,-1.2,67.7,0,0,1011
"Cortland County, NY",49230,10,14,42,8,83,14,2.1,19.5,90,0,2519
"Yellowstone County, MT",151970,8,13,35,5,111,2.2,0.3,7.4,750,1,2896
"Tuscarawas County, OH",92620,13,14,42,7,91,3.7,-1.3,33.4,8020,9,2084
"Tipton County, IN",15690,12,9,43,7,109,4.8,2.3,11.4,0,0,2772
"St. James Parish, LA",21780,16,17,47,7,118,-12.8,0.6,46,5490,25,1690
"Rapides Parish, LA",132200,17,21,49,13,92,0.9,-3.5,74.9,55720,42,787
"Adair County, KY",19030,26,20,52,11,80,-0.4,-0.6,80.1,1690,9,624
"San Miguel County, CO",7600,5,10,27,12,100,-10.2,-3.6,33.2,0,0,2089
"Wheatland County, MT",2130,19,14,54,22,72,18.6,1.7,64.4,250,12,1116
"Davie County, NC",41410,15,14,45,10,106,1.8,-1.3,41,1120,3,1846
"Phelps County, NE",9190,6,6,34,9,98,-1,-0.6,14,0,0,2691
"Dawson County, NE",24210,24,14,33,9,92,-2.3,-1.6,46.9,0,0,1662
"Waukesha County, WI",392510,4,6,34,3,145,4.5,-0.8,2.3,0,0,3057
"Union County, GA",21550,14,17,60,9,79,0,-1.7,70.5,1760,8,923
"Ellsworth County, KS",6440,11,9,48,12,88,5.8,-9.4,48.5,0,0,1611
"Genesee County, NY",59700,9,13,39,6,86,0,1.4,20.3,0,0,2492
"Blue Earth County, MN",64720,6,19,33,6,84,2,1.4,21.6,0,0,2454
"Boyd County, KY",49240,12,20,54,9,96,-3.9,-1.1,62.1,17510,36,1186
"Breckinridge County, KY",20080,23,18,53,13,92,10.6,-0.3,61.6,1660,8,1202
"Nantucket County, MA",10410,6,9,27,5,128,21.1,5.3,0.3,0,0,3119
"Ballard County, KY",8270,16,17,48,13,99,-23.5,-3.6,74.7,1580,19,792
"Copiah County, MS",29030,21,27,54,13,89,1.1,3.8,74.3,22720,78,806
"Metcalfe County, KY",10030,26,22,51,15,70,-8.7,1.7,89.5,7680,77,330
"Richmond County, VA",9070,24,13,61,19,73,-14.2,-8.3,95.8,8670,96,132
"Fort Bend County, TX",632950,12,9,36,5,164,20.7,17,1.3,5360,1,3089
"Fleming County, KY",14510,23,20,49,12,77,-5.7,2.5,79.5,2660,18,643
"Issaquena County, MS",1280,41,32,71,14,75,-41.4,-20,99.7,810,63,10
"Floyd County, GA",96150,22,21,49,14,83,-3.2,-1.6,84.5,86440,90,485
"St. Martin Parish, LA",52820,23,19,42,10,96,15.6,7.9,34.3,1010,2,2053
"Gray County, KS",6040,24,10,30,9,113,21.5,2.3,12.5,0,0,2737
"Shelby County, IL",22220,10,12,45,10,83,-4,-0.4,45.5,600,3,1706
"Sunflower County, MS",28310,31,36,62,12,71,-10.5,-2.4,97.3,24390,86,85
"Cooper County, MO",17590,12,17,44,11,92,-10.1,-4.1,64,820,5,1128
"Shiawassee County, MI",69550,9,16,47,8,97,0.2,-4.7,42.7,0,0,1793
"Washington County, IN",28020,19,15,46,11,87,-0.9,-4.6,69.4,3070,11,958
"Scott County, MN",135130,5,6,27,4,142,8.5,4.6,0.4,0,0,3116
